questionText,answerText
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
   I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people.    I don't know what's wrong with me and why I feel this way. What should I do?","So amazing that you are aware of your social anxiety and distress with others you are in relationships with. You have taken the first step toward a journey of healing! Secondly, make an appointment with a therapist who specializes in neurofeedback and biofeedback treatment. A test is needed to determine which areas of your brain are ‘on’ and which areas of your brain are ‘off’. Then it will be focused treatment which will speed your healing."
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","You might be surprised how normal you are. Anxiety is incredibly common and while your particular type of existential anxiety might be unique to you - it is very difficult for most people to really comprehend what happens after we die - regardless of the religious or philosophical belief systems we hold. It is the ultimate unknown and some philosophers and psychologists believe that at the root of our day-to-day anxieties is the fear of death or fear of the unknown.  Just as it can be really hard to comprehend the ending of life it can also be hard to comprehend an eternal existence. What these both have in common is that we are imaging a future that is ultimately unknowable and this unknown can provoke a lot of anxiety. Mindfulness based practices like meditation - maybe there is something like this in your religious tradition - can be very helpful in making peace with the unknown in the present moment. The more we can learn to live in the moment - the less we get hung up on anticipating outcomes for our lives that may never come true. Mindfulness practices can help you ground, be where you are , relax and regulate your nervous system so that you are able sleep and recuperate, and train your attention to focus on living the life you want to live now - rather than worrying about what happens after you die. Having said all that - it can be profoundly helpful to speak with someone about your anxiety - especially when you feel haunted by it, worry that you are crazy and can't get to sleep. There are lots of good therapists out there who can help you with your anxiety."
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","Hi California, What you're experiencing is indeed anxiety; it's very common. Through research we know a lot of things about how to reduce anxiety. I'll get you started and it's a great idea to connect with a therapist who can build on these ideas and get to know you well.It's natural to have random thoughts that unsettle us. Our brains are complex, wonderful things. Fearful and anxious thoughts are a part of this picture; their purpose is to prepare us for the future and to help us make sense of the past and learn from it. But what happens sometimes is that our alarm systems get out of whack and get set off too easily. We often spend TOO MUCH time worrying about things that happened or might happen. When these thoughts take away from our enjoyment of life, it becomes a problem. So, while fear and anxiety try to protect us, they also seek power and will take any power they can get.In general, fear and anxiety try to tell us one or both of two things: that something is wrong with us, or that something bad will happen (or that something bad will happen because there's something wrong with us). They will use anything they can as evidence to convince you. For example... ""That person looked at you funny. You're strange looking"". Well there are dozens of possible explanations for the look on that person's face, and it's unlikely it had anything to do with you. For you personally, your thoughts are about the afterlife...about living forever. What does fear tell you will be uncomfortable about living forever? What would the worst part be? A therapist would help you dig deep to find the core of what you fear. It might be that you have no control over who you are or where you go. It might be that you fear going to hell because you're ""bad"". Search for that deepest fear.I invite you then to picture that thought as a glass of water on a shelf. It's a heavy glass, and if you held it in your hands for a while and stared at it, it would get in the way; you'd be uncomfortable and unable to focus on your life. That's what's happening now. I suggest that the problem is not so much the thought you're having; we all have random silly thoughts that usually aren't true. The problem is how long you're holding it in your hand. You could have that thought (pick up that glass) a hundred times a day and, as long as you put it right back on the shelf, it's not a problem. The trick is to get it back on that shelf.Right now, you're using distraction to do this. You're trying to focus on other things around you, but I think the glass is still in your hand. It's not enough; you're looking for more tools to get that glass back on the shelf.  And the key is in your thoughts. Once you find out what fear is trying to tell you, then you can ""talk back to"" fear. So, as an example, if fear is saying to you ""you have no control over anything"", then you can work to accept the pieces you don't have control over, learn to tolerate that feeling, and claim back the pieces you CAN control. You CAN control the extent to which you let fear take you over. With a therapist you can learn to ""refute"" fears' ideas. You can learn to look for concrete evidence of fear's lies and gain back control over your thoughts. I wish you the best!"
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","Good questions! The paradox of thinking about forever is that you can become more motivated to live only in the present. Thinking about forever can certainly be overwhelming, it's a lot to think about, What can you do about your future? Be present - learn and relax, knowing that you are doing everything you can right here, right now. There is a book by Eckhart Tolle - The Power of Now - that you might be interested in. Enjoy your journey!"
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","Your life here matters and being present in it so you feel joy in yourself and your surroundings is important in creating your sense of ease and balance. No one can predict, for sure, what happens after death because consciousness transcends boundaries and limits we tend to impose on it. That said, if reincarnation exists or if there is a heaven or hell your consciousness of it will most likely be free of discomfort or pain as you experience it now. Meditating or doing self-hypnosis for anxiety can help alleviate your thoughts and sense of fear and living the a life of kindness and balance will assure that your future will be happy for you regardless of the unknown."
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","Religious questioning is a complex and often philosophical topic, and these types of questions, especially around heaven, hell, and an afterlife can bring up a host of difficult & confusing feelings. What I want to focus on is the fear & anxiety you seem to be feeling that are deeply connected to your questions. Scary thoughts, negative thoughts, obsessive thoughts sometimes feel like they're out of control and there is nothing we can do to stop them, but I want to offer two techniques that might assist with your panic & anxiety. The first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them. I also realize that might seem really hard to do, but here's a good way to think about the brain and how thought patterns work. Thoughts arise in the mind all the time, our brain is a thought machine. Many thoughts drift by like clouds and we don't pay any attention while other thoughts arise and they trigger us in a particulate way, i.e., scary, angry, happy, sad, and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particular thought stream that will lead to fear and anxiety. So, how do we work or stop those scary thought streams? One new skill to implement comes from the work of Rick Hansen, he wrote the book Buddha's Brain,"" he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts. Hansen asks us to imagine the brain this way, the brain is like Velcro with negative thoughts and like teflon when it comes to positive thoughts. There are reasons that our brain works this way, but I don't have time to go into all of that in this response. So, it's just important to remember we have to work at positive thinking, actually pausing throughout the day to focus on positive feelings and memories,  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time. If a scary thought arises try to replace it with a happy experience for at least a couple of moments, and see if that helps reduce the negative charge connected with that scary thought. I would also suggest when you're having the thoughts about death take a moment to notice how you're breathing. Often when we are feeling anxiety we are doing shallowing chest breathing rather than taking in a full, deep breath or what is called belly breathing. If you take a moment to focus on your breathing and allow a couple of full breaths, bringing in the breath so the belly rises and then the belly natural falls as you exhale, just noticing the breath and practicing breathing can slow down the anxiety cycle as it begins."
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","You need to find an outlet. Someone to talk to. Your dad or someone who loves your mother as well is someone ideal. But anyone could help. Just look to someone for help. If you can't find anyone who you think will listen, talk to your mom. It can help greatly just to get the words out. Tell her how you feel about her passing, but then also about everything else. Talk to her about your day. Tell her about happy things. I don't know if you're a religious person, or where you believe she is now, but no matter what you can talk to her."
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety.  Am I crazy? I don't think these thoughts are normal.","Many people generate intense anxiety with obsessive thinking.  While the nature of your obsession about the afterlife and eternity appear very powerful and unique to you, the pattern of obsessing about one thing/area is common.  I suggest that you consider counseling to help you with your anxiety.  If you are so inclined, there are also medications which may bring relief.  Obviously, I can't diagnose you from one paragraph, so it would be wise to visit an experienced mental health professional (either a counselor or an MD in your area) to help you with disengaging from your self-destructive thoughts.  CBT, Cognitive Behavioral Therapy, is a very effective counseling approach for obsessive thinking.  If you'd like a see a top notch CBT therapist, visit www.AcademyofCT.org.  And of course I suggest you pick up my book, LIVING YES, A HANDBOOK FOR BEING HUMAN, which includes CBT concepts and many more tools which will help with obsession and anxiety.As for believing yourself ""insane"" (or ""crazy"") this is not a mental health term but a legal one (or a slang).  So as long as you don't commit a crime, no professional can legitimately call you insane or crazy!Take it slow!  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
I get very nervous and anxious/scared before sex.,"Tell your partner about this so that ideally the person has a chance to be supportive and reassuring, as well as listen to your specific worries and fears.Initiate this type of discussion at a time which is removed from the time you’re about to have sex.This way you and your partner both have a chance to realize the two of you are having a discussion,  not a prelude to sex.If you meant in your question that you feel anxious about having sex w a random partner, then maybe you are less interested in hookup sex than you imagined."
I get very nervous and anxious/scared before sex.,"I first wonder what your anxiety or fear connects to. I don't know whether it is about sex itself or about ideas of worthiness or feeling desirable.There is also a difference between having self-doubt about the actual physicality of having sex (performance-related) or having doubts about whether you want to have sex with a particular person.Having sex can lead to feelings of great vulnerability. If your partner is someone you trust, consider discussing what it is that comes up for you around the issue of sex. This is the certain things that your partner would be willing to do that and the ease your discomfort, like staying with you for some time before and after sexual interactions.Another idea to consider is spending time with your partner and using nonsexual touch for each other (perhaps first you to him and then him to you) and communicating very clearly about what you like and do not like. Some people like to be spoken to during physical touch and other people do not. All of this can be part of your discussions. When you feel comfortable with that, you could move into sexual touch in this manner and actually look at what you do and do not like. You may also consider discussing things that are totally off-limits for you all the time and things for which you would like warning or awareness before they happen. There are really a number of different ways to work on becoming more comfortable if you trust your partner and if your concern is about sex itself.If this feels pretty structured, it is initially. Generally, the idea is to learn more about each other and yourselves and then the process becomes much more natural.If the concern relates more to self-esteem related sex, consider asking your partner to list several things that he or she likes about you. Even if you don't necessarily see yourself in the same light, consider that this is how your partner sees you, so these are some of the things that make you attractive to them (perhaps both in sexual ways and in a wider discussion of the relationship).If this is difficult for you to sort out on your own, consider seeing a therapist with experience working with couples or relationships."
I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job.,"There's a quote I love that says, ""Wherever you go, there you are"" and the book by the same name by Jon Kabat-Zinn may be very helpful for you. The thing about changing things up when they get tough is that they often aren't the things that need changing. The awesome (and challenging) thing about it is that when you work on the internal aspects that may need attention, you can learn to find a sense of centeredness that comes with practicing mindfulness and asking yourself who you really are and want to be. Through this deeper work, you can actually be in the midst of chaos and still feel that calm and peace within yourself. If you look for support in this journey from a counselor or therapist, I'd recommend looking for someone offering Acceptance and Commitment Therapy (ACT) or Mindfulness-Based Cognitive Behavioral Therapy (MCBT). Also helpful may be the online program of Mindfulness Based Stress Reduction (MSBR) found here. There are in-person programs across the country, but this online self-guided version is free and a great resource!"
I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job.,"Is there a certain problem you feel about living the way you describe?As long as you feel satisfied with how your life is unfolding then you’re making wise decisions.If you feel tension or that somehow doing as you describe is wrong, then the first step is to identify the way you feel your methodology described above has a role in working against your best interest.Basically, define what is problematic in order to address it."
I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job.,"Many times when things become difficult to manage, is because we are getting out of our comfort zone, so we seek growth and change.  Coping with the difficulties does make you more resilient and helps you to build the confidence you need to solve problems in the future. Now I wonder:  are things getting tough in a way that you are not able to resolve them?  Do you need to move or change to save yourself or prevent any harm? If so, it is OK to know when to remove ourselves form situations that harm us more than helping us.   On the other hand, are the things getting tough because you need to learn a new skill?  If so, how can you learn them and is there someone who can help you overcome this challenge?  I help my clients to identify their strengths and areas where they can achieve growth, things like polishing up your resume and evaluate new job opportunities could help you discover a new you.If you would like to engage in counseling, I am licensed in Texas and Puerto Rico, you can contact me at 787-466-5478. Cada vez que las cosas se ponen difíciles, hago cambios en mi vida.He sido así desde que estaba en la escuela; antes me transfería de escuela.  Ahora pienso cambiar de trabajo.Muchas veces cuando las situaciones se tornan en difíciles de manejar, es porque nos sacan de nuestra zona de comodidad, con el propósito de buscar el cambio y el crecimiento.  Manejar las dificultades si te vuelve más resistente, y desarrolla tu autoestima para que puedas resolver problemas en el futuro.    Ahora, te pregunto: ¿se están poniendo las cosas difíciles al punto que no puedes manejarlas?  ¿Necesitas removerte de la situación para evitar que te hagan daño? Si es así, entonces está bien reconocer cuando nos debemos remover de una situación dañina que nos daña más de lo que nos permite crecer. O por el otro lado, ¿Se están poniendo las cosas difíciles porque necesitas a prender una nueva destreza?   Si es así, ¿cómo puedes aprender esa destreza y quien te puede ayudar?Ayudo a mis clientes a identificar sus fortalezas y áreas de crecimiento, el actualizar y pulir tu resume junto con explorar opciones de empleo, te puede llevar a descubrir nuevos talentos en ti.Si te gustaría hacer una cita, soy Consejera Profesional Licenciada en Texas y en Puerto Rico, llama al 787-466-5478."
I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job.,"Sometimes changes make sense. It may be helpful to talk to someone who you trust to get a sense of whether the changes that you are making are those that are considered adaptable or important changes that allow us all to grow. Another possibility is that you are changing things in an effort to get away from something that is uncomfortable or difficult. There are many other possibilities along this continuum.I would ask you to consider the following:What is leading you to want to change your job?What feelings are associated with this change? (Happy, sad, scared, anxious/nervous, confused, motivated, etc.)How is the job that you are looking to transfer to going to be better or different? Are the concerns that you have now going to travel with you?If you are hesitating to get another perspective (from trusted friends or family or some sort of career advisor in your area), where is the hesitation coming from?"
I've been like this ever since I was in school; back then I transferred to another school. Now I'm thinking about changing my job.,"I recommend that you make a list of all the reasons you should change your life and all of the reasons you shouldn't change your life. Can the problem you are in be fixed? Is there others you can lean on for support? Are there other people you know who have been through a similar experience and are willing to share their story with you? It is important to rely on your support network to help you get multiple points of view. If you believe you need additional help, I suggest seeing a professional."
I know this fear doesn't make sense. How can I overcome it?,"No, it makes sense :)Consider today how social media has impacted the mind and heart of man;Is it not so extraordinarily easy to make one appear stellar on social media today?  Heh heh, I've long since joked that the definition of a party is:  ""A series of photos to lie with.""When I peel back the awareness of others' ""judgment"", what I find is excitement of wanting to express themselves too...It's funny how America is one of the few lands on the planet where folks are able to mess up and try it again; on most other places, if you mess up, there is such deep shame in it, that it may lead to one taking one's life;"
I know this fear doesn't make sense. How can I overcome it?,"Stop caring about what you imagine people are thinking about you!Really this is the simple and complicated answer to feel better about your situation.Maybe someone is judging you, maybe someone isn't judging you.Until the person tells you directly what they don't like about you, there's nothing you can do.It is okay that the fear doesn't make sense, most fears don't make sense."
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.","What are the best ways to reduce anxiety?I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.Our everyday life is filled with pressures and deadlines that are common to cause anxiety.   Here are some basic tips to handle those stressors.·         Learn thought stopping techniques: There are multiple ways to teach your brain to refocus.  If you allow your brain to focus on the source of anxiety, the anxiety will be in charge.  But you can learn to put those anxiety-provoking thoughts on a parking lot, and focus on pleasurable thoughts, or the activity that you need to complete on the time being.·         Plan, organize, delegate:  Create a schedule to manage demands, organize priorities, and delegate or share responsibilities.   Work as a team with your family, so you can share the load.   Prioritize actives, shores, and expenses. Focus on the urgent, necessary, and spread apart the not so urgent.·         Identify triggers:  Once you understand what causes your anxiety, you can learn to channel process and refocus your thoughts.  You can also learn coping strategies to manage the problem or give up the desire to control it if needed.·         Learn coping skills:  Having a balanced lifestyle helps tremendously to reduce and manage anxiety symptoms.  Looking at your eating, sleeping, physical activities, spirituality and leisure time is key to find that balance.If you find yourself struggling with anxiety, you can contact a Counselor or mental health provider.  I provide teletherapy for Texas residents and psychotherapy in Puerto Rico, you can reach me at 787-466-5478 for appointments.¿Cuáles son las mejores maneras de reducir la ansiedad?Tengo ansiedad por preocupaciones diarias, como las finanzas, relaciones, niños y mantener mi casa.Nuestra vida está llena de retos y presiones que comúnmente nos causan ansiedad.  Aquí unos consejos básicos para manejar esas preocupaciones.·         Aprende como detener tus pensamientos: Hay múltiples maneras de enseñarle a tu cerebro a reenfocarse.  Si permites que tu cerebro se enfoque en la fuente de ansiedad, entonces la ansiedad se apoderará de ti.  Pero puedes aprender a poner a un lado esos pensamientos que causan ansiedad, y enfocarte en pensamientos positivos, placenteros o simplemente enfocarte en la actividad que estás haciendo. ·         Planifica, organiza, delega: Crea una agenda para manejar las demandas diarias, organizar prioridades y delegar o compartir responsabilidades.   Trabaja en equipo con tu familia, de manera que puedas compartir la carga.  Organiza las actividades, gastos y tareas por prioridad.  Enfócate en lo urgente y necesario y distribuye lo que no es tan vital. ·         Identifica la fuente:  Ya que comprendes donde o qué inicia la ansiedad, puedes aprender a canalizarla, procesarla o reenfocar tus pensamientos. También puedes aprender a manejar la fuente de ansiedad, resolver el problema, o aceptar que no lo puedes controlar, si ese fuera el caso. ·         Aprende mecanismos de defensa: Tener un estilo de vida balanceado ayuda tremendamente a manejar síntomas de ansiedad.  Observar tus patrones de alimentación, descanso, ejercicio, espiritualidad y tiempo de ocio es clave para encontrar el balance. Si notas que continuas batallando con la ansiedad puedes contactar a un consejero profesional de salud mental.   Proveo teleterapia a residentes de Texas y Consejería en Puerto Rico, me puedes contactar al 787-466-5478 para hacer una cita."
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.","Something to remember about anxiety is that it's a useful and necessary response to stressors, and we all have a level of anxiety that falls somewhere on the spectrum from very slight to very overwhelming. Anxiety is our brain's way of prompting us to deal with the stress in our lives by getting us geared up for action. Some helpful ways of managing anxiety are actually very simple. The first I'd recommend is a calm breathing technique - breathe in for 4-5 seconds, and then out for 7-8 seconds. Try to repeat this for 3-5 minutes. Another suggestion is to pay closer attention in the moments you feel the physical symptoms of anxiety and see if you can describe - without judging - the sensations to yourself. Try to be very specific, such as ""my palms are feeling very sweaty, and I can feel the slight tightness and fluttering in my belly of the butterflies."" Then try to sit with these sensations without deciding if they are good or bad - just experiencing them as intentionally as possible.  Combining the calm breathing with this technique can also be very helpful. If you feel that these techniques don't help and your anxiety about everyday stressors are inhibiting you from being able to engage in life the way you want to, then I'd highly recommend going for an assessment or even just consultation with a professional. This professional can help you determine if therapy/counseling would be helpful for you to develop additional skills for managing those interfering anxiety symptoms."
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.","Anxieties are an adrenal problem;Clean them out with a proper detox, using the food built for mankind, and a herbal protocol;Maybe throw in some fasting here and there to kick the kidneys into high gear and get the adrenals pumping...Every loss is a gain, so losing a car means you no longer hold responsibility to keep and maintain it...If you're really up for it, some contemplation (that is keep one thought *lightly* on your mind allllllll day; that is just focus upon it from time to time, ""Man, I notice that the sky is really blue today... and the air is really crisp today...""); after 3-5 days of contemplation, see what you notice..."
