questionText,answerText
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","This can be a very complicated situation. The boundaries of relationship include the rules to follow in the relationship. It is important to follow the rules of your relationship  in regards to each person being able to spend time with exes. If you and your boyfriend agree upon a rule about spending time with exes, then there should be no problem."
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Thank you for submitting this question. I think this type of situation can be common for many couples struggling with how to keep friendships with past relationships while being in a new relationship. For me, more information is needed here...but given the information provided, the way I interpret the question is...I'm assuming your boyfriend didn't know you were going to spend the weekend with your good friend?  Working off of this assumption, I would suggest beginning an open and honest dialogue with your boyfriend about what specifically upset him? And to talk about your point of view regarding spending the weekend with him. I would also suggest talking about how you both envision your relationship when it comes to spending time with others. If you feel like you can't have this conversation without it going off track, please consider seeing a couples therapist. They can help you begin these important conversations that can help shape and develop the relationship you and your boyfriend long for."
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","That is a difficult situation and there is no right or wrong. You both need to discuss it and come up with a solution that works for the both of you. You want to spend time with your friend but your boyfriend  may feel betrayed by you spending quality time with another man you have been intimate with. There may be a way for you both to get your needs met. Maybe you only spend short periods of time with your friend, not a whole weekend. Or you check in with your boyfriend  periodically when you see your friend. It really depends on the two of you. If it becomes too difficult, you may need a neutral party to help you establish appropriate boundaries around this issue. Good luck!"
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","It's completely understandable that you would have male friends and that you would want to spend time with them.  When you cross over from friends to a relationship, it does change things.  Some people are very easy going and wouldn't feel threatened by what you did  Others would be upset.  If your boyfriend is upset by you spending time with this male friend, then you need to talk about it.  Each of you needs to express your feelings about the situation and listen to the other with patience and respect.  Then you can make a decision on what is best for you and your relationship.  Maybe he wouldn't be upset if you saw this friend while you were with your boyfriend.  Or maybe your boyfriend would feel better if he got to know this person better and could trust him.  Most likely you can come up with a situation that will make both of you comfortable going forward.  You didn't do anything ""wrong"" because it doesn't sound like you intended to hurt your boyfriend.  But if you really care about your boyfriend, then you probably care about making him upset.  Instead of looking at this issue as a problem, try to look at it as an opportunity to connect.  If you can both listen to each other and understand each other, your relationship can become even closer."
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.
   How can I get rid of these insecurities and be more trusting with her?","Two paths are possible.You're not overreacting and instead are genuinely sensing that something feels unsettled within your girlfriend.You are overreacting because you have difficulty accepting how safe and loving your relationship is with this person.The only way to find out is to start conversations with your girlfriend on how you feel.This will allow new light to open an answer as to the truth.Once you know what truly is going on between the two of you, your self-trust naturally will grow stronger. Self-trust will give you an accurate read of what and whom you are able to safely trust."
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.
   How can I get rid of these insecurities and be more trusting with her?","Remember that all relationships center around 3 simple values: HonestyTrustand Respect......in that order, too...If you are unable to trust, then you are fundamentally dishonest about something in yourself;Moreover, whatever you do not honestly experience, you do not honestly express out to another;To be honest with oneself is where most people fall down... and, when you do fall down, pick yourself up... and get back on the horse :)"
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.
   How can I get rid of these insecurities and be more trusting with her?","What's most important is that you recognize that what you've been doing is off base - that what you've been feeling is ""overreacting,"" that you have ""insecurities,"" and you suspect your actions and reactions are connected to your own past and not to the current situation or to your partner. That's an excellent first step because without recognizing these things about yourself, it's unlikely that you would change.That said, you sound as if you are really ready to start some therapy to work on your own personal growth... not because there is something ""wrong"" with you, but because you're ready to learn more about yourself and make some creative changes in your behavior. Yes, there are lots of self-help books and courses, but we humans often make the most progress when we have support in  real-time from another human being who can sit with us, point out our blind spots, and teach us some skills that are hard to learn on our own."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"I can only imagine how hard that must have been to hear. On one hand, most of us would say we want our partners to always be honest with us, but on the other disclosures like this can lead to feelings of worry and inadequacy if we're not careful. So let me first of all say that it is very normal for human beings, even very committed and happy partners to have moments where they notice an attraction for someone else. Quite honestly, the brain can't help it. It sees something good looking and it pays attention. And when we pay attention to something good, our brains send out neurochemicals associated with that happy thought...and we get a rush of what your girlfriend is labeling ""a crush."" The difficulty here is deciphering whether she was just attempting to honor her commitment to you by sharing this feeling OR if she is continuing to feed those feelings. I would encourage you to thank her for being honest if you haven't already, and ask her to further describe the nature of these feelings and what she'd like to do from here. As weird as it is to say, at the end of the day, what helps the most is typically reassuring yourself that you WILL be okay not matter what! That it is worth it to invest in your relationship and give it your all and if someday, god forbid, this woman chooses to walk away, then she is not the one. Will it hurt? Of course. But is it the end? Hell no! There are 7.5 billion people on the planet and I firmly believe statistically speaking alone, there are at least several hundred thousand that could be AMAZING partners for you. Cheering you on,Tamara Powell, LMHCP.S. You might enjoy this excellent book by Esther Perel for further inquiry into the fascinating world of love and mating behaviors: ""Mating in Captivity”"
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Hi! It sounds like you are stuck in a difficult place. You do not want to appear to jealous and yet, it's hard not to be, when you hear about ""the crush"". It's only natural to feel a little insecure and you're doing a great job by asking how to cope better. First of all, long-distance relationships are very hard. Is this situation likely to continue for a long period of time? The old adage that ""absence makes the heart grow fonder"" simply isn't true. It requires a lot of work to keep the fire burning. Are you, guys, talking to each other a lot? Visiting each other relatively often? Making common plans for those visits or your future together? Do you manage to have fun together, despite the distance (e.g., laugh on the phone, have ""shared"" experiences such as watching a movie simultaneously at your different locations, perhaps having phone sex)? All of the above are good ways to ensure that your bond stays strong and there will be less space left for interest in other people. Based on the fact that  your girlfriend told you about the crush t I would guess that she thinks it's innocent enough - nothing too threatening. Try to talk to her about your feelings and brainstorm together ways you can increase your intimacy, which will likely improve your sense of security in the relationship but also help her get over the crush. Good luck! Zofia"
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Long distance relationships are very difficult to maintain, not just for the lack of communication, but also because of the lack of intimacy that comes along with it. Even if you have spectacular communication while in a long-distance relationship, it is difficult to maintain intimacy because you are lacking in the physical contact aspect of intimacy. Here, we are not talking about sex, but about the emotional connection that happens along with physical contact. It is also hard to have shared experiences when the two of you are in separate places. These are the challenges that you face, but there are some ways to improve your odds. The first thing to remember here is that dating is all about finding a person that you want to eventually dedicate your time, resources, and self to. If either of you finds that the relationship is one that you are not necessarily committed to, it is better to find out and have the opportunity to date others before a commitment is made. The second thing to remember is that open communication is a good sign in a relationship. That being said, I do not believe that sharing details about your ""crushes"" is the best thing for a relationship. Instead, I would recommend working on improving the relationship as best you can. It is a wonderful thing when we can feel that we have given our best efforts on something, especially something as important as the act of loving. Here are a couple things that you can do to improve even a long-distance relationship. Start by downloading the Gottman Card Decks App here https://www.gottman.com/couples/apps/. While on the phone or video chat, try asking each other some of these questions so that you can build a deeper knowledge of one another. Some may seem silly, but they help you know the other person more intimately. It is also helpful to make sure that you are having regular communication with each other. Some situations make it very difficult to communicate, but if at all possible, daily communication via phone or video chat would be best. Even if it is just for 30 minutes a day, really dedicate your time and attention to each other during those calls. Next, it can be helpful to know each other's love languages so you can show each other how much you really care. Take the assessment for the 5 Love Languages and talk about the results together. You can find the assessment here: http://www.5lovelanguages.com/profile/Attraction to other people is completely normal and involves biological processes. Intimacy, on the other hand, creates real connection and dedication to each other. Learn about each other, spend time together, and you will create intimacy."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Thanks for writing in. Several things come to mind:I don't know how you are communicating, but there is a great deal of difference between communicating through videoconferencing compared to text message when discussing subjects like this. Being able to hear and/or see each other will help you to be able to gauge a lot of the emotions connected to what is going on.Are you in a place where you can ask your girlfriend questions about this crush and actually listen to her answers? If you can listen non-defensively and ask questions about what is actually going on (kind of like an investigative reporter might), you are likely to hear about her experience, thoughts, feelings, etc., so you can actually see what the crush is like for her and how you want to react to that.Then you could see if she is willing to listen to your questions and answer them for you.Another tip: Find out when is a good time to have this conversation. If you are talking to your girlfriend after she just worked a 10 hour shift and she is frustrated about that, it is likely that the emotion will transfer to the conversation that you are having even though it doesn't have anything to do with that.Find a way to keep yourself grounded and centered during the conversation. Notice your feet on the floor or your hips in the chair. Mindfully play with an object or something like a paperclip or a pen. Doing this mindfully (by being aware of your senses) will help you to not feel so overwhelmed during the conversation.After you have more details, communicate about what it is that you want or wish for. It is often easier to hear and discuss as opposed to talking about something that you need.Remember that while anger is a very real emotion, there is always something else under it. Be aware of what else could be there: hurt, disappointment, betrayal, fear, etc."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Often, communication is the key within relationships. When faced with our significant other telling us about a “crush”, it can create or highlight feelings or thoughts that can promote feelings of insecurity. Talk to your partner about their crush and use the conversation to strengthen your bond."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"No one can tell you how to deal with your own relationship, even a therapist. But, you should absolutely give your girlfriend the respect of believing both of those statements she gives you: development of feelings and it being a ""crush."" If that makes you feel a certain way (mistrustful? no difference in feelings) then that is what is most important to understand. When you understand exactly how YOU feel about hearing this news, then we can know how you should deal with this.You have every right to be in the relationship or to leave the relationship. But if trust is broken, first and foremost it needs repairing. What that repair looks like varies (but can often involve couples therapy, which may be complicated because of the long-distance nature of the relationship.) Otherwise, staying in a relationship that has become mistrustful for you, and not prioritizing the repair, is a recipe for disaster."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Long distance relationships have the addition strain of being far away.  It sounds like you and your girlfriend overcame the initial challenges considering that you’ve been together for over a year and she was honest in telling you about her crush.  These are some clear strengths in your relationship.  Now moving forward, continuing to have honest conversations about your relationship will help ensure you two are on the same page.  Explore with her how this crush came about and what her feelings are about this relationship.  Be prepared for the answers and express your feelings as well.  You’ve invested over a year in this relationship, it may be worth figuring out how to mend it.  Ignoring this issue will potentially lead to other issues."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Did your girlfriend tell you her reason to tell you about the new person?Your feelings of insecurity is natural because you don't know where the crush fits into her life.Since any long-lasting relationship in which both people thrive, means each partner freely speaks their mind and will be listened and responded, then your current situation is a good one to start these foundations of talking with one another.Tell your girlfriend whatever is on your mind regarding her crush.   As your trusted partner, theoretically she would like to know all about how you feel.Keep the expectation that talking about anything at all, is the best sign of closeness.Once you learn more about this crush you can decide what, if anything to do differently in your relationship."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Those words must have been extremely difficult to hear or read. It sounds like you are both having difficulty with the distance, and I can only imagine that you have both been coping with this distance as well as you can. There are a few scenarios that I think would have pretty radically different paths for your own mental health, and I would like to explore them separately. The first scenario is that she has this crush, but still chooses you and wishes to stay with you. Keeping the value of her choice in mind, and the bravery she has shown in admitting this crush, handling her gently in that vulnerable place will pay off. You may find it worthwhile to explain your feelings about it, to share how it is hurting you to know of this, and what she means to you. Explaining those feelings will help you to not act out in your with emotions to cover up by becoming angry or withdrawing. Acting in this way will help assure her of her choice in you, and sharing these emotions and feeling supported by her may help you cope with this.The other scenario is that she has a crush on this man and she is wanting to leave the relationship with you to have one with this other person. As before, it would be useful for you to share your feelings with someone. It can be difficult to process through these emotions, as they are intense and often overwhelming. In this scenario, it may be too difficult to share these feelings with your girlfriend, but it is still important that you acknowledge this loss and allow the associated emotions to have its place. Grieving the end of this relationship could be a great source of personal growth.I hope this has been of some help."
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.","If I understand you correctly, this ""maybe-boyfriend"" has done a partial break up, and wants to maintain a partial relationship.  Is that ok with you?  And, if it is, what does it cost you?  He says he's ""done"" but still wants the connection.  That seems to leave him free to explore other options, but it doesn't allow you to do the same.  Break ups are painful, and I know you'd like to avoid that.  I get it that you feel attached to him - you have been in a relationship with him for 4 years, so that makes sense.  However, loving him appears to be costing you a lot, without much in return. If you wait for him to define what he wants, you could be on hold for a long time.Please don't wait another year to advocate for yourself.  See a therapist who can help you figure out what you need out of relationships and why you have allowed yourself to be on ""pause"".   It is possible that once you get clear, you will be able to have a true relationship with him.  If not, please don't settle for this.  Take good care of yourself."
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.",That does sound very confusing...and hurtful.  You do not have to tolerate someone treating you in a way that hurts you.  It may be helpful to decide where the boundaries are for you and to stay true to them in your interactions with him.  You teach other people how they are allowed to treat you.
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.","Have you brought up the topic as to the way you're feeling?The best way for someone to understand us or to understand someone, is to directly talk about  the specific problem.To start the discussion w your partner, understand your own reasons for continuing the relationship.Given his stated disinterest in the relationship, your mood is probably affected by this.Once you are clear on how the range of your feelings, especially any fears on being alone, suggesting you may be staying w this guy simply to avoid such fears, then you'll be ready w your self-knowledge, to start a conversation w your partner about your relationship."
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.","This can be difficult and confusing.If you think your boyfriend would be open to having a discussion, try asking him for a time when he is willing to have an important discussion. When that time matches with a time that is good for you, try discussing the type of relationship that you each want to have and what you can start and stop doing to get there. He may want to be really good friends. He may also be trying to figure out what he is feeling. If you end up talking over one another, try letting one person be the one who is talking about their feelings for about five minutes and during that time, try having the other person asked questions to gain more understanding of their experience. Then you can switch. Also consider asking questions that cannot be answered with yes or no, but lead to more explanations.Questions that start with the words how, what, when, who are usually better than questions starting with ""why"" because they can be emotional triggers for some people.If this is difficult to do between the two of you, consider seeing a therapist who specializes in couples."
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"What an important question, and the fact that you're asking it is a big step in the right direction. To answer in detail would require having quite a bit more information about what ""relationship problems"" have occurred  that woke you up to the fact that you're not listening as well as you could and that you're running the risk of losing her.Given that I don't have all that information, I'll offer one simple suggestion. Your girlfriend is the expert on what she needs and wants in relationship. You could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize you're not yet understanding what she needs and you really want to. Then take a deep breath, settle down, and listen. Don't argue, don't interrupt, don't judge... listen. Let her know what you understand and that you're open to hearing more, learning more if you're not quite getting it yet... and then listen some more. Be present and curious about this person you love dearly and don't want to lose. This is the first step toward intimacy."
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Hello, and thank you for your question. First, I want to say that it is great that you are are willing to admit that you share some responsibility in some of the relationship problems you are having. This isn't always easy to do, but it sure is important if you want to see improvement. It does sound cliche, but communication really is the bedrock of relationships. And not just intimate partner relationships, but really any relationship that is significant to us. It sounds like you are saying that you have a difficult time really listening to what your partner is telling you and then responding in a way that is helpful. I want to tell you that you are not alone. Good communication skills are not really something you are born with, we actually have to learn them. The good news is that there is great information available to help you do that. Ultimately, some people must seek professional help through couple's counseling in order to get help with this process. This is because some of the hurt and anger could be at such a level already that you may need help setting boundaries, creating a plan, learning new skills, and staying on track. If that is not something you can afford or can do right now, here are a few suggestions that may help. Personally, I am big fan of Dr. John Gottman. He is an expert in relationships and wrote a really great, easy-to-read book called The Seven Principles for Making Marriage Work. Dr. Gottman discusses the kind of communication that healthy couples seem to have, which can be helpful and worth trying. You can buy Dr. Gottman's book on Amazon for under $9. It's a good deal. There are a variety of websites that have good information that may help you build your communication. Here is one that I found that has a few good tips. http://www.helpguide.org/articles/relationships/effective-communication.htm You can try them and see if they are helpful. ***It is important to remember that like all new skills, communication requires practice and we surely fail several times before we start getting good at it. If you were ever a pitcher in baseball, then you know you have to throw thousands of pitches before you really start hitting your strike zone consistently. Allow yourself to make mistakes, own them, and start again. I hope these suggestions help, and good luck.Robin Landwehr, DBH, LPCC"
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Thanks for your question. Becoming a good listener is an essential piece in being a better communicator. Being an effective communicator will almost always improve the quality of your relationships. What stands in your way of listening to her? Do you find yourself becoming defensive when she brings up issues? Do you often find yourself thinking of what you want to say next? Do you take her words personally, preventing you from having the ability to problem solve?Here are some tips that may help you with being a better listener:1. Concentrate on what you are hearing, not on what you will say next.2. Ask questions if you need clarification or don't understand.3. Summarize what you're hearing after every couple of minutes to make sure that you're not missing anything.4. Ask your partner what she needs from you. Is she expecting advice or does she simply need to vent?5. Keep eye contact and avoid using non-verbal cues that demonstrate defensiveness or irritation such as eye rolling or crossing your arms.6. Remember that it's okay to disagree and, if this is the case, then decide as a team, how you want to move forward.I hope this helps. Good luck to you!"
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"The best tool for becoming a better listener that I know of is called Imago Dialogue. It consists of 3 steps:1. Mirroring what she says (without judging, commenting, refuting, defending, arguing, or scoffing--just listening, no matter the content) and repeating it back, word-for-word. Continue to ask if she has more to add until she doesn't.2. Validating. You tell her you you understanding why she feels this way. (If you don't understand, then find a way.) You can also say, ""That makes sense"" or ""I hear you"" or ""I get that.""3. Empathizing. Tell her how you think she must feel about what she's telling you. Your job is to try and feel what it feels like to be her.This is a very different way of communicating than we're used to. My guess is that the arguments, discussions, and debates you've had with her have been counterproductive because you're both trying to win. With Imago Dialogue, you both win. She gets to be heard and you get to hear for a change.At the end of the exercise, switch roles. For more info: http://imagorelationships.org/pub/about-imago-therapy/imago-dialogue-101/"
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"I love that you are so thoughtful and proactive about this!  If only every client came in as solution focused as you, my job would be so much easier. I would second Robin's suggestion of reading ANYTHING by Gottmann. He's fantastic. Other favorites of mine are:“Getting Together and Staying Together: Solving the Mystery of Marriage” by Dr. William & Carleen Glasser“Eight Lessons for a Happier Marriage” by Dr. William & Carleen Glasser“Hold Me Tight” by Dr. Sue Johnson“Divorce Busting: A Step-By-Step Approach to Making Your Marriage Loving Again” by Michele Weiner-Davis, M.S.W.“The Five Love Languages” by Gary Chapman“The Flight from Intimacy: Healing Your Relationship of Counter-Dependency – the Other Side of Co-Dependency” by Drs. Janae & Barry WeinholdI'll also add to Miriam's assertion that your partner is the expert on her. You can help things along by becoming a better expert on you as well. What is it that you are craving and likely trying to get your need met in potentially unhelpful ways from your girlfriend or in ways she doesn't understand or vibe with?  If you can better explain your own needs while trying to understand hers, you all have a recipe for great success! When both partners seek to serve one another and stay curious about each other in the process, intimacy abounds!Best of luck my friend! And if you get stuck, of course seeking help from a professional is always a great idea too. ;)"
